entry_time,exit_time,trade_type,entry_price,exit_price,stop_loss,take_profit,position_size,pnl_currency,account_balance,result,setup_type,trigger_level
2025-03-06 21:46:00,2025-03-06 21:47:00,sell,1.0804,1.07965,1.07965,1.0789,643769.2024682296,482.8269018511905,48765.51708697024,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:47:00,2025-03-06 21:48:00,sell,1.08024,1.07965,1.07965,1.07906,826534.1879146232,487.65517086970243,49253.17225783994,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:48:00,2025-03-06 21:49:00,sell,1.08045,1.07965,1.07965,1.07885,615664.653223067,492.5317225783994,49745.703980418344,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:49:00,2025-03-06 21:50:00,sell,1.08054,1.07965,1.07965,1.07876,558940.4941619679,497.4570398041835,50243.16102022253,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:50:00,2025-03-06 21:51:00,sell,1.08062,1.07965,1.07965,1.07868,517970.73216728773,502.4316102022253,50745.592630424755,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:51:00,2025-03-06 21:52:00,sell,1.0808,1.07965,1.07965,1.0785,441266.02287326474,507.45592630424755,51253.048556729,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:52:00,2025-03-06 21:53:00,sell,1.08103,1.07965,1.07965,1.07827,371398.9025850098,512.53048556729,51765.57904229629,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:53:00,2025-03-06 21:54:00,sell,1.08087,1.07965,1.07965,1.07843,424308.02493685525,517.6557904229629,52283.23483271925,loss,MSS - Bearish,Break of HL at 1.08153
2025-03-06 21:54:00,2025-03-06 22:21:00,sell,1.0807,1.0797800000000002,1.08116,1.0797800000000002,1136592.0615810882,1045.6646966543851,53328.89952937364,win,MSS - Bearish,Break of HL at 1.08153
2025-03-07 08:02:00,2025-03-07 08:03:00,buy,1.08127,1.08115,1.08115,1.0815099999999997,4444074.960784916,-533.2889952937364,52795.610534079904,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:03:00,2025-03-07 08:04:00,buy,1.08088,1.08115,1.08115,1.08142,1955392.9827437545,527.956105340799,53323.5666394207,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:05:00,2025-03-07 08:06:00,buy,1.08095,1.08115,1.08115,1.08135,2666178.3319713287,533.235666394207,53856.802305814905,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:06:00,2025-03-07 08:07:00,buy,1.08094,1.08115,1.08115,1.08136,2564609.6336097023,538.568023058149,54395.370328873054,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:07:00,2025-03-07 08:08:00,buy,1.08102,1.08115,1.08115,1.08128,4184259.256068334,543.9537032887306,54939.324032161785,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:08:00,2025-03-07 08:09:00,buy,1.08085,1.08115,1.08115,1.08145,1831310.8010722613,549.3932403216179,55488.7172724834,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:09:00,2025-03-07 08:10:00,buy,1.08083,1.08115,1.08115,1.0814700000000002,1734022.4147645754,554.887172724834,56043.604445208235,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:10:00,2025-03-07 08:15:00,buy,1.08101,1.0814500000000002,1.08079,1.0814500000000002,2547436.5656900215,1120.8720889041647,57164.4765341124,win,MSS - Bullish,Break of LH at 1.07930
2025-03-07 08:15:00,2025-03-07 09:09:00,buy,1.08149,1.0828900000000004,1.08079,1.0828900000000004,816635.3790585796,1143.2895306822481,58307.76606479465,win,MSS - Bullish,Break of LH at 1.07930
2025-03-07 09:09:00,2025-03-07 10:15:00,buy,1.0827,1.08412,1.08199,1.08412,821236.1417576844,1166.155321295893,59473.92138609054,win,MSS - Bullish,Break of LH at 1.07930
2025-03-07 10:15:00,2025-03-07 11:14:00,buy,1.08399,1.0867300000000002,1.08262,1.0867300000000002,434116.21449698164,1189.4784277218107,60663.39981381235,win,MSS - Bullish,Break of LH at 1.07930
2025-03-07 11:14:00,2025-03-07 14:11:00,buy,1.08679,1.08444,1.08444,1.0914899999999996,258142.12686730284,-606.6339981381235,60056.765815674225,loss,MSS - Bullish,Break of LH at 1.07930
2025-03-07 14:11:00,2025-03-07 14:48:00,sell,1.08428,1.08532,1.08532,1.0821999999999996,577468.9020737063,-600.5676581567423,59456.19815751749,loss,MSS - Bearish,Break of HL at 1.08476
2025-03-07 14:53:00,2025-03-07 14:59:00,sell,1.08471,1.08567,1.08567,1.0827900000000004,619335.3974742374,-594.5619815751749,58861.63617594231,loss,MSS - Bearish,Break of HL at 1.08476
2025-03-07 15:08:00,2025-03-07 15:30:00,buy,1.08578,1.08495,1.08495,1.0874399999999997,709176.3394692815,-588.6163617594231,58273.01981418289,loss,MSS - Bullish,Break of LH at 1.08575
2025-03-07 15:30:00,2025-03-07 15:31:00,buy,1.08678,1.08523,1.08523,1.0898800000000004,375954.96654307604,-582.7301981418289,57690.28961604106,loss,MSS - Bullish,Break of LH at 1.08575
2025-03-07 15:33:00,2025-03-07 17:37:00,buy,1.08672,1.08432,1.08432,1.0915199999999998,240376.20673350865,-576.9028961604106,57113.38671988065,loss,MSS - Bullish,Break of LH at 1.08575
2025-03-07 17:37:00,2025-03-07 17:49:00,sell,1.08405,1.08626,1.08626,1.0796299999999999,258431.6141171017,-571.1338671988065,56542.25285268184,loss,MSS - Bearish,Break of HL at 1.08450
2025-03-07 18:30:00,2025-03-10 01:19:00,sell,1.08386,1.08646,1.08646,1.0786600000000002,217470.20327955091,-565.4225285268184,55976.830324155024,loss,MSS - Bearish,Break of HL at 1.08557
2025-03-10 08:07:00,2025-03-10 08:08:00,sell,1.08376,1.08358,1.08358,1.0834,3109823.9068963095,559.7683032415503,56536.598627396575,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:08:00,2025-03-10 08:09:00,sell,1.08379,1.08358,1.08358,1.08337,2692218.9822564223,565.3659862739657,57101.96461367054,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:09:00,2025-03-10 08:10:00,sell,1.0839,1.08358,1.08358,1.08326,1784436.394176658,571.0196461367054,57672.98425980725,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:10:00,2025-03-10 08:11:00,sell,1.08396,1.08358,1.08358,1.0832,1517710.1121000033,576.7298425980725,58249.71410240532,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:11:00,2025-03-10 08:12:00,sell,1.08397,1.08358,1.08358,1.0831899999999999,1493582.4128817571,582.4971410240532,58832.211243429374,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:12:00,2025-03-10 08:13:00,sell,1.08393,1.08358,1.08358,1.08323,1680920.3212404912,588.3221124342938,59420.53335586367,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:13:00,2025-03-10 08:14:00,sell,1.08385,1.08358,1.08358,1.08331,2200760.494661679,594.2053335586368,60014.73868942231,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:14:00,2025-03-10 08:15:00,sell,1.08399,1.08358,1.08358,1.08317,1463774.1143760774,600.1473868942231,60614.886076316536,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:15:00,2025-03-10 08:16:00,sell,1.08405,1.08358,1.08358,1.08311,1289678.427155752,606.1488607631653,61221.0349370797,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:16:00,2025-03-10 08:17:00,sell,1.08432,1.08358,1.08358,1.08284,827311.2829335509,612.210349370797,61833.245286450496,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:17:00,2025-03-10 08:18:00,sell,1.08438,1.08358,1.08358,1.08278,772915.5660807163,618.332452864505,62451.577739315,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:18:00,2025-03-10 08:19:00,sell,1.0843,1.08358,1.08358,1.08286,867383.0241570878,624.51577739315,63076.09351670815,loss,MSS - Bearish,Break of HL at 1.08538
2025-03-10 08:19:00,2025-03-10 08:41:00,sell,1.08426,1.0838,1.08449,1.0838,2742438.848553095,1261.521870334163,64337.61538704231,win,MSS - Bearish,Break of HL at 1.08538
2025-03-10 09:21:00,2025-03-10 09:45:00,sell,1.08323,1.08386,1.08386,1.0819699999999997,1021231.9902703014,-643.3761538704231,63694.23923317189,loss,MSS - Bearish,Break of HL at 1.08341
2025-03-10 09:47:00,2025-03-10 09:55:00,sell,1.08321,1.0818299999999998,1.0839,1.0818299999999998,923104.9164226748,1273.8847846634378,64968.124017835326,win,MSS - Bearish,Break of HL at 1.08341
2025-03-10 09:55:00,2025-03-10 11:22:00,sell,1.08188,1.0839,1.0839,1.0778399999999997,321624.3763258963,-649.6812401783533,64318.44277765697,loss,MSS - Bearish,Break of HL at 1.08341
2025-03-10 11:38:00,2025-03-10 12:26:00,buy,1.08483,1.0865699999999998,1.08396,1.0865699999999998,739292.4457202576,1286.3688555531394,65604.8116332101,win,MSS - Bullish,Break of LH at 1.08465
2025-03-10 12:26:00,2025-03-10 13:04:00,buy,1.08689,1.08534,1.08534,1.0899899999999998,423256.84924653306,-656.048116332101,64948.763516878,loss,MSS - Bullish,Break of LH at 1.08465
2025-03-10 13:09:00,2025-03-11 15:33:00,buy,1.08496,1.0923999999999998,1.08124,1.0923999999999998,174593.45031419073,1298.97527033756,66247.73878721557,win,MSS - Bullish,Break of LH at 1.08465
2025-03-11 15:33:00,2025-03-11 16:00:00,buy,1.09229,1.09113,1.09113,1.09461,571101.1964414889,-662.4773878721556,65585.2613993434,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:00:00,2025-03-11 16:01:00,buy,1.09127,1.09203,1.09203,1.0927900000000002,862963.9657807276,655.852613993434,66241.11401333685,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:01:00,2025-03-11 16:02:00,buy,1.09084,1.09203,1.09203,1.09322,556648.0169187856,662.4111401333685,66903.52515347021,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:02:00,2025-03-11 16:03:00,buy,1.09087,1.09121,1.0907,1.09121,3935501.479615814,1338.0705030694041,68241.59565653962,win,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:03:00,2025-03-11 16:07:00,buy,1.09112,1.0919600000000003,1.0907,1.0919600000000003,1624799.8965839401,1364.8319131307924,69606.42756967041,win,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:07:00,2025-03-11 16:11:00,buy,1.09155,1.0907,1.0907,1.09325,818899.1478784587,-696.0642756967042,68910.36329397371,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:12:00,2025-03-11 16:13:00,buy,1.09014,1.0907,1.0907,1.09126,1230542.2016783352,689.1036329397372,69599.46692691345,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:13:00,2025-03-11 16:14:00,buy,1.09046,1.0907,1.0907,1.09094,2899977.7886211765,695.9946692691345,70295.46159618258,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:14:00,2025-03-11 16:28:00,buy,1.09108,1.09005,1.09005,1.0931400000000002,682480.2096716183,-702.9546159618258,69592.50698022076,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:28:00,2025-03-11 16:29:00,buy,1.08984,1.09032,1.09032,1.0908,1449843.8954211574,695.9250698022076,70288.43205002297,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:29:00,2025-03-11 16:45:00,buy,1.09006,1.09114,1.08952,1.09114,1301637.6305560172,1405.7686410004594,71694.20069102342,win,MSS - Bullish,Break of LH at 1.08970
2025-03-11 16:45:00,2025-03-11 19:12:00,buy,1.09109,1.0930699999999995,1.0901,1.0930699999999995,724183.8453640015,1433.8840138204685,73128.08470484389,win,MSS - Bullish,Break of LH at 1.08970
2025-03-11 19:12:00,2025-03-11 21:56:00,buy,1.09318,1.09237,1.09237,1.0948,902815.8605536534,-731.2808470484389,72396.80385779544,loss,MSS - Bullish,Break of LH at 1.08970
2025-03-11 21:56:00,2025-03-12 02:46:00,sell,1.09234,1.09058,1.09322,1.09058,822690.9529295012,1447.9360771559088,73844.73993495136,win,MSS - Bearish,Break of HL at 1.09277
2025-03-12 08:00:00,2025-03-12 08:04:00,sell,1.09031,1.09044,1.09044,1.0900499999999995,5680364.610372768,-738.4473993495136,73106.29253560184,loss,MSS - Bearish,Break of HL at 1.09277
2025-03-12 08:06:00,2025-03-12 08:30:00,buy,1.09048,1.09014,1.09014,1.0911599999999995,2150185.0745778847,-731.0629253560184,72375.22961024582,loss,MSS - Bullish,Break of LH at 1.09044
2025-03-12 08:52:00,2025-03-12 10:03:00,sell,1.0896,1.09047,1.09047,1.0878599999999996,831899.1909222238,-723.7522961024582,71651.47731414337,loss,MSS - Bearish,Break of HL at 1.09005
2025-03-12 10:15:00,2025-03-12 14:05:00,buy,1.09082,1.08982,1.08982,1.0928199999999997,716514.7731415126,-716.5147731414337,70934.96254100194,loss,MSS - Bullish,Break of LH at 1.09079
2025-03-12 14:05:00,2025-03-12 14:30:00,sell,1.0897,1.0913,1.0913,1.0864999999999998,443343.5158812494,-709.3496254100194,70225.61291559192,loss,MSS - Bearish,Break of HL at 1.09049
2025-03-12 14:36:00,2025-03-13 14:46:00,sell,1.08995,1.0834699999999997,1.09319,1.0834699999999997,216745.7188752749,1404.5122583118384,71630.12517390375,win,MSS - Bearish,Break of HL at 1.09049
2025-03-13 14:46:00,2025-03-13 18:41:00,sell,1.08325,1.08779,1.08779,1.07417,157775.60610992057,-716.3012517390375,70913.82392216472,loss,MSS - Bearish,Break of HL at 1.08688
2025-03-13 18:41:00,2025-03-13 19:15:00,buy,1.08776,1.08611,1.08611,1.0910600000000004,429780.75104338315,-709.1382392216473,70204.68568294308,loss,MSS - Bullish,Break of LH at 1.08672
2025-03-13 19:59:00,2025-03-14 12:07:00,sell,1.08544,1.08664,1.08664,1.0830399999999998,585039.0473578152,-702.0468568294308,69502.63882611365,loss,MSS - Bearish,Break of HL at 1.08547
2025-03-14 12:07:00,2025-03-14 12:46:00,buy,1.08666,1.0900999999999998,1.08494,1.0900999999999998,404085.10945416236,1390.052776522273,70892.69160263592,win,MSS - Bullish,Break of LH at 1.08500
2025-03-14 12:46:00,2025-03-14 16:35:00,buy,1.09042,1.08661,1.08661,1.0980399999999997,186070.0566998382,-708.9269160263592,70183.76468660956,loss,MSS - Bullish,Break of LH at 1.08500
2025-03-14 16:35:00,2025-03-14 17:23:00,sell,1.08671,1.08865,1.08865,1.0828300000000004,361771.9829206994,-701.8376468660956,69481.92703974346,loss,MSS - Bearish,Break of HL at 1.08752
2025-03-14 17:29:00,2025-03-14 18:41:00,sell,1.08747,1.08869,1.08869,1.08503,569523.9921290453,-694.8192703974346,68787.10776934602,loss,MSS - Bearish,Break of HL at 1.08752
2025-03-14 18:46:00,2025-03-14 20:27:00,buy,1.0887,1.08759,1.08759,1.09092,619703.673597743,-687.8710776934603,68099.23669165256,loss,MSS - Bullish,Break of LH at 1.08805
2025-03-14 20:27:00,2025-03-14 21:30:00,sell,1.08765,1.08821,1.08821,1.0865300000000002,1216057.7980654547,-680.9923669165256,67418.24432473604,loss,MSS - Bearish,Break of HL at 1.08778
2025-03-17 08:04:00,2025-03-17 08:13:00,sell,1.08775,1.08806,1.08806,1.08713,2174782.074991257,-674.1824432473603,66744.06188148867,loss,MSS - Bearish,Break of HL at 1.08817
2025-03-17 08:16:00,2025-03-17 08:22:00,sell,1.08799,1.08821,1.08821,1.0875500000000002,3033820.9946146808,-667.4406188148868,66076.62126267378,loss,MSS - Bearish,Break of HL at 1.08817
2025-03-17 08:26:00,2025-03-17 08:32:00,sell,1.08814,1.0884,1.0884,1.0876200000000003,2541408.5101035517,-660.7662126267378,65415.855050047045,loss,MSS - Bearish,Break of HL at 1.08817
2025-03-17 08:36:00,2025-03-17 08:48:00,buy,1.08842,1.08796,1.08796,1.0893399999999998,1422083.8054360994,-654.1585505004705,64761.696499546575,loss,MSS - Bullish,Break of LH at 1.08840
2025-03-17 08:53:00,2025-03-17 09:07:00,sell,1.08743,1.08843,1.08843,1.0854299999999997,647616.9649953933,-647.6169649954658,64114.07953455111,loss,MSS - Bearish,Break of HL at 1.08817
2025-03-17 09:25:00,2025-03-17 10:15:00,sell,1.08753,1.08844,1.08844,1.0857100000000002,704550.3245555327,-641.140795345511,63472.938739205594,loss,MSS - Bearish,Break of HL at 1.08771
2025-03-17 11:06:00,2025-03-17 11:13:00,buy,1.08888,1.08807,1.08807,1.0905,783616.5276445354,-634.729387392056,62838.20935181354,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 11:36:00,2025-03-17 13:03:00,buy,1.08881,1.09105,1.08769,1.09105,561055.4406411874,1256.7641870362709,64094.97353884981,win,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:03:00,2025-03-17 13:26:00,buy,1.09105,1.09037,1.09037,1.09241,942573.1402771837,-640.9497353884981,63454.023803461314,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:29:00,2025-03-17 13:34:00,buy,1.09042,1.09026,1.09026,1.0907399999999998,3965876.4877178697,-634.5402380346131,62819.4835654267,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:36:00,2025-03-17 13:41:00,buy,1.09036,1.09062,1.09023,1.09062,4832267.966572642,1256.389671308534,64075.873236735235,win,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:41:00,2025-03-17 13:45:00,buy,1.09063,1.09023,1.09023,1.09143,1601896.8309185572,-640.7587323673523,63435.114504367884,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:45:00,2025-03-17 13:46:00,buy,1.09047,1.09023,1.09023,1.09095,2643129.771015131,-634.3511450436789,62800.763359324206,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:49:00,2025-03-17 13:50:00,buy,1.09007,1.09023,1.09023,1.09039,3925047.709959285,628.0076335932421,63428.770992917445,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:50:00,2025-03-17 13:51:00,buy,1.08987,1.09023,1.09023,1.0905900000000002,1761910.3053581424,634.2877099291744,64063.05870284662,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:51:00,2025-03-17 13:52:00,buy,1.08969,1.09023,1.09023,1.09077,1186352.938941637,640.6305870284662,64703.68928987508,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:52:00,2025-03-17 13:53:00,buy,1.08972,1.09023,1.09023,1.09074,1268699.7899975246,647.0368928987508,65350.72618277383,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:53:00,2025-03-17 13:54:00,buy,1.08972,1.0899600000000003,1.0896,1.0899600000000003,5445893.84855904,1307.0145236554768,66657.74070642931,win,MSS - Bullish,Break of LH at 1.08871
2025-03-17 13:54:00,2025-03-17 14:11:00,buy,1.08989,1.0904700000000003,1.0896,1.0904700000000003,2298542.782979342,1333.1548141285862,67990.8955205579,win,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:11:00,2025-03-17 14:17:00,buy,1.09055,1.08993,1.08993,1.0917899999999996,1096627.3471060505,-679.908955205579,67310.98656535232,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:19:00,2025-03-17 14:20:00,buy,1.09004,1.08993,1.08993,1.0902599999999996,6119180.596859531,-673.1098656535231,66637.8766996988,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:20:00,2025-03-17 14:21:00,buy,1.0898,1.08993,1.08993,1.09006,5125990.515362887,666.378766996988,67304.25546669579,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:22:00,2025-03-17 14:23:00,buy,1.08978,1.08993,1.08993,1.0900800000000002,4486950.364443559,673.0425546669579,67977.29802136275,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:23:00,2025-03-17 14:24:00,buy,1.08979,1.08993,1.08993,1.09007,4855521.28723919,679.7729802136274,68657.07100157638,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:25:00,2025-03-17 14:27:00,buy,1.08976,1.0900400000000001,1.08962,1.0900400000000001,4904076.500111583,1373.1414200315276,70030.21242160791,win,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:27:00,2025-03-17 14:30:00,buy,1.09007,1.08962,1.08962,1.0909700000000002,1556226.9427021856,-700.3021242160792,69329.91029739183,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:30:00,2025-03-17 14:31:00,buy,1.09014,1.08962,1.08962,1.0911800000000003,1333267.505718879,-693.2991029739184,68636.61119441791,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:31:00,2025-03-17 14:36:00,buy,1.08961,1.08895,1.08895,1.0909299999999997,1039948.6544610619,-686.3661119441791,67950.24508247373,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:37:00,2025-03-17 14:42:00,buy,1.0894,1.08888,1.08888,1.0904399999999996,1306735.4823556312,-679.5024508247374,67270.74263164899,loss,MSS - Bullish,Break of LH at 1.08871
2025-03-17 14:44:00,2025-03-17 16:04:00,sell,1.08886,1.09094,1.09094,1.0846999999999998,323417.0318829151,-672.7074263164899,66598.0352053325,loss,MSS - Bearish,Break of HL at 1.08888
2025-03-17 16:04:00,2025-03-17 17:26:00,buy,1.091,1.0926799999999999,1.09016,1.0926799999999999,792833.75244448,1331.9607041066502,67929.99590943915,win,MSS - Bullish,Break of LH at 1.09039
2025-03-17 17:26:00,2025-03-17 18:08:00,buy,1.09251,1.09171,1.09171,1.0941100000000004,849124.9488678472,-679.2999590943915,67250.69595034476,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:08:00,2025-03-17 18:09:00,buy,1.09176,1.09241,1.09241,1.0930600000000001,1034626.0915437026,672.5069595034475,67923.2029098482,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:09:00,2025-03-17 18:10:00,buy,1.09177,1.09241,1.09241,1.0930500000000003,1061300.0454660533,679.2320290984821,68602.43493894668,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:10:00,2025-03-17 18:11:00,buy,1.09177,1.09241,1.09241,1.0930500000000003,1071913.0459207136,686.0243493894667,69288.45928833615,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:11:00,2025-03-17 18:12:00,buy,1.09169,1.09241,1.09241,1.0931300000000002,962339.71233793,692.8845928833615,69981.34388121951,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:12:00,2025-03-17 18:13:00,buy,1.09175,1.09241,1.09241,1.0930700000000002,1060323.392139521,699.8134388121952,70681.1573200317,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:13:00,2025-03-17 18:14:00,buy,1.09175,1.09241,1.09241,1.0930700000000002,1070926.626060916,706.8115732003171,71387.96889323203,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:14:00,2025-03-17 18:15:00,buy,1.09171,1.09241,1.09241,1.0931100000000002,1019828.1270459606,713.8796889323203,72101.84858216436,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:15:00,2025-03-17 18:16:00,buy,1.09163,1.09241,1.09241,1.09319,924382.6741303088,721.0184858216436,72822.867067986,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:16:00,2025-03-17 18:17:00,buy,1.09167,1.09241,1.09241,1.0931500000000003,984092.7982157811,728.22867067986,73551.09573866586,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:17:00,2025-03-17 18:18:00,buy,1.09166,1.09241,1.09241,1.0931600000000001,980681.2765155076,735.5109573866586,74286.60669605252,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:18:00,2025-03-17 18:19:00,buy,1.09148,1.09241,1.09241,1.0933400000000002,798780.7171617714,742.8660669605252,75029.47276301305,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:19:00,2025-03-17 18:20:00,buy,1.09158,1.09241,1.09241,1.0932400000000002,903969.5513614849,750.2947276301305,75779.76749064318,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:20:00,2025-03-17 18:35:00,buy,1.09178,1.0924800000000001,1.09143,1.0924800000000001,2165136.214017928,1515.5953498128636,77295.36284045604,win,MSS - Bullish,Break of LH at 1.09039
2025-03-17 18:35:00,2025-03-17 19:27:00,buy,1.09247,1.09143,1.09143,1.0945500000000004,743224.6426965842,-772.9536284045605,76522.40921205148,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:27:00,2025-03-17 19:28:00,buy,1.09141,1.09193,1.09193,1.0924500000000001,1471584.7925392366,765.2240921205148,77287.63330417199,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:28:00,2025-03-17 19:29:00,buy,1.09143,1.09193,1.09193,1.0924300000000002,1545752.6660829238,772.87633304172,78060.5096372137,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:29:00,2025-03-17 19:30:00,buy,1.09132,1.09193,1.09193,1.09254,1279680.4858559635,780.605096372137,78841.11473358584,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:30:00,2025-03-17 19:31:00,buy,1.09144,1.09193,1.09193,1.0924200000000002,1609002.3415014187,788.4111473358585,79629.5258809217,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:31:00,2025-03-17 19:32:00,buy,1.09134,1.09193,1.09193,1.0925200000000002,1349652.9810323645,796.2952588092171,80425.82113973092,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:32:00,2025-03-17 19:33:00,buy,1.09126,1.09193,1.09193,1.0926000000000002,1200385.3901449323,804.2582113973093,81230.07935112822,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:33:00,2025-03-17 19:34:00,buy,1.09126,1.09193,1.09193,1.0926000000000002,1212389.2440463814,812.3007935112822,82042.38014463951,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:34:00,2025-03-17 19:35:00,buy,1.09125,1.09193,1.09193,1.09261,1206505.5903623211,820.4238014463951,82862.8039460859,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:35:00,2025-03-17 19:36:00,buy,1.09134,1.09193,1.09193,1.0925200000000002,1404454.3041707322,828.628039460859,83691.43198554676,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:36:00,2025-03-17 19:37:00,buy,1.09124,1.09193,1.09193,1.0926200000000001,1212919.3041382192,836.9143198554676,84528.34630540223,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:37:00,2025-03-17 19:38:00,buy,1.09129,1.09193,1.09193,1.09257,1320755.4110219637,845.2834630540224,85373.62976845625,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:38:00,2025-03-17 19:39:00,buy,1.09126,1.09193,1.09193,1.0926000000000002,1274233.2801258885,853.7362976845625,86227.3660661408,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:39:00,2025-03-17 19:43:00,buy,1.09135,1.0916500000000002,1.0912,1.0916500000000002,5748491.071072432,1724.547321322816,87951.91338746362,win,MSS - Bullish,Break of LH at 1.09039
2025-03-17 19:43:00,2025-03-17 19:49:00,buy,1.09169,1.0912,1.0912,1.0926700000000003,1794937.007907049,-879.5191338746362,87072.39425358898,loss,MSS - Bullish,Break of LH at 1.09039
2025-03-17 20:28:00,2025-03-17 23:01:00,buy,1.09211,1.09176,1.09176,1.0928099999999996,2487782.6929607484,-870.7239425358898,86201.6703110531,loss,MSS - Bullish,Break of LH at 1.09204
2025-03-18 08:00:00,2025-03-18 08:50:00,sell,1.09086,1.09134,1.09134,1.0898999999999999,1795868.1314801385,-862.016703110531,85339.65360794256,loss,MSS - Bearish,Break of HL at 1.09201
